sha16	type	stage	note
6c32b9fc8e534186	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
6c3d99c65d468757	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
6d37cfac0e12ed6d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
6e56939e683f35ff	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
6e9cfb8a71d7a7b5	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
6ed3f477656894ad	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
6f62a020de0e3fdf	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
6f81b6bfaafbf3b1	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
70b5fa451102d44a	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
72ad36899df04e5d	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
73c52db1e5b594a9	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
73dbb2fa10807189	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
73ed85e4c537fb2b	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
7436198d5af2baf7	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
745169bda9e67a64	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
7477497e97243151	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
752cfc9049abec85	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
75bbf2db71c2ef5a	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
75cb39374b790a48	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
76311ae45cc36979	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
768a23fb557b1fef	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
76b3b8ad57c3f844	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
779de584b7f145e0	docx	open	docx: not a valid Word document
78153a19f1d9cc63	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
781e4c457d5a6d26	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
783b76bbac70b932	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
78a4bb2cf5e26582	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
78dfe650cdbc0ba8	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
79214ea5751d9e57	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideMasters/slideMasterN.xml)
793e3a17aa9a9bf3	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
79dfdece132ebf3e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
79f44165d8117961	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
7b3244c0a37a307b	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
7c2b5fc629540b9a	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
7c35b773f2e1071d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
7c52a076bfadfc96	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
7c998eb419d987f3	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
7d4110a08e1cc7c1	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
7d63fe62687ae724	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
7de97ac6dc9a0fc5	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideMasters/slideMasterN.xml)
7ee5b8f527473d7e	docx	open	docx: parsing /word/document.xml: XML syntax error on line N: invalid character entity & (no semicolon)
7f633e9f3173d6e2	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
808281eb40397bba	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
80a42e883cf967cb	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
80d377d6e7a3e09c	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
81206241f2e4d7ad	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
812844041fa26cee	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
8173c4d532fd44df	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
81e73f0315334478	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
82f0f3881d6f8633	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
833557cff4d12921	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
836742be132390bd	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
83a90e1063c26e28	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
840852342fd5d9fa	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
850cc7fa7949e1b6	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
853ec2b352f0866c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
856d1bf9213e4fbd	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
863b12feae606c8c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
8685458f37fd142c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
86b5093350efb8ce	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
86ce1ed421cba0df	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
873d4580eac6ddf8	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
877f9cba9fbc6b9e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
878b867ce389de9a	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
87c5306c67d18eab	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
882768ccb6efc32f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
88512ab706aff9a7	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
89b8d3329b7710f9	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
89bd19fa6f6ebe65	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
8a406a502bfda538	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
8c8d9d130937a155	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
8f4c55c2c4f270fa	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
90835d12dffdf1c1	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
909ffcb5c8232268	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
90f274e58455a7e2	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
913d523be88a94cd	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
9161bbb3f8ad22e3	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
91a01b050fc9c683	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
91b9de66d7aea08c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
91c946eaa7915130	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
92124726bcfb3753	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
9231b65224f99c00	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
92b4d9086b5bec1e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
92de7bae3b592d7c	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
93946cedae14472c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
93c1b7e3ca3a8389	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
95a2755a86462a70	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
95af7570f3d04866	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
95d578e059d8fec1	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
9607cdcb9619e060	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
961d6eaba67fecea	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
96b7aec64be663e5	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
96c976ff4fd7aa6d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
97766e1ec1711ec8	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
97b0c501bf279001	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
97dd6098c8249e5a	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
97f52f8c6b36acd8	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
98967795087b009d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
98cc43198cf15438	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
9a7b2061333634b2	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
9a899c1e959e6270	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9ac67aae9be0f32d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9aecea35f64b54d7	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
9ba7c56373ccf4ff	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
9bbf79d13b6f1538	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
9bdbd8d8d6c984bc	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideMasters/slideMasterN.xml)
9c6ae2a2032c225c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
9c9d22fae5c3ef28	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9d0f1a852828c3ba	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
9d37d407010019de	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
9dbb1673ac5d25be	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
9e622955c0428c99	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9e81670aa1cb49ec	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9e844b2ffb5cd80c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
9eb4633bf6566167	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9ee2efb7b4e08fcd	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9eee7163d688c007	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9f8372b15d38dada	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
9fb060ee2528c715	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
a038dd975b35cb96	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
a069dc855b199b92	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
a0dba293fd506008	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
a13212cf9961051e	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a15abfb934e45622	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a2811318e672a9e5	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a2be1b69b705134e	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a4ba268c06df9d1e	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a4f3a5ea2628270d	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
a5711d71196f7434	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
a585ed5ac87ca3af	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
a5ad2122e07fcf6f	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a6795915ff1b8f39	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
a716f1fefdfa0c2d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a8a5c2770b491510	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
a9130789d70ba50d	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
a93facfdf8323c80	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
a954bb97dd992d35	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
a9883d784a270883	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
a99eb262ef66567d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
aa5725dfde27d7be	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
aaf9431621a9daa2	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
ab70c7a1e6c7dde4	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ac4b7bfac24a48b1	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
ac4f31d621d78a20	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
acb3cc403893ee1f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
ad15c2ca164d340b	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
ad48558858b7d1a6	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
ad6bca87873bb565	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
ad78b4b193596dac	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
ae5635c8f7592e72	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
ae568b5b124b53bb	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
aebbbc910eb097a0	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
aebd8e0455052852	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
af495eb4bd232224	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
af5dca1602d4f30f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
afaebbcb61a4e223	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
b03c5f0c627894ff	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
b051d776d4dbb57a	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
b065ece336e0d343	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
b0d110be36fc878e	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
b1738b9773845b0c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
b1a58f6ba29b3f9a	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
b20f3b7e277c5126	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
b22e7efce30ff9b0	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
b2f49d3ee3967037	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
b3c26b47abe59fea	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
b4899188d517b008	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
b55ad2c12c938549	docx	fidelity	re-reading original parts: zip: checksum error
b570c51629e82d9a	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
b5f32550786b94e0	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
b5feea479993ae3a	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
b64208918a38964f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
b64728b51950b052	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
b775bb4c80ce1c35	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
b7778fd9e8430421	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
b7af4c7ecdea2398	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
b8b5ad62c7d36af1	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
b8c1a06a99c8ec7a	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
b8feaf39ccda7295	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
b994e2d5c04226a0	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
ba9c969327a2b122	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
bb3d40063a879894	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
bb45bc5b23e4d87d	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
bb4f37c9aa766665	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
bbc13c1146a4052b	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
bccd04988628d19d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
bd42fc2e66c31743	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
bd50755105cca263	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
be0d7d822bf7f122	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
be1bc174104403e5	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
be7b7b389d22ae85	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
bec1fdbd8b6d4dd9	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
bf59922f95693a82	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
bf6954a405f23d6a	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
c075a0b48150238c	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
c07f41d58709c8e2	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c0f46b67205fbef4	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c1264e0f765d2be2	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c1779201aa56ff8d	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
c17b7ba3bc06b674	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c20f51cfb5f19385	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
c2c7893961f5c924	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c395047852d0f459	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
c434b6ebb6371876	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
c4a6767832fb9361	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c4aca5bd49355966	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c5874e368134a0b4	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
c5b7596319c487ed	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
c6205edc79ce054c	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
c68d365e48b22702	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c6a0ff65f566ac9b	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
c6d945295ecbbcf1	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c71d9db580ff2d16	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
c786140e878f0f57	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
c7d3fcc45d0ce1c4	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
c7d74734f718e793	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c80542f5b7d14881	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed docProps/core.xml)
c8403f546ba72397	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c8e09d59de8b96de	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
c929541b36a88a65	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
c9743f8aeafa1e9e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ca2e2922ba400534	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
ca40b64346d863dc	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
ca7cb95c818ac41f	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
cabff09d7c0e5fd3	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
cb5bc3c928b83bac	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
cb9d5ed934ed19a4	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
cbbeeba97c343846	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
cbef778765806f4c	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
cc5db5027256c87e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
cc68c51efb214757	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ccffd95e236195f7	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
cd240c086ee36594	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
cdf56b0e9f9180c8	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
ce12f59b488bdab6	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
ce7be217bb58ecec	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
cea2fa248818ecef	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
cf442f319f56894d	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
cf572c633004d11e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
cf77c0a9fae26151	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed [Content_Types].xml)
cfc43bb5aebd2ebd	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
cfcbd358548f8d34	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
d08feb3b734d33ad	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d0d6047c378c6eb3	xlsx	fidelity	N identical, N changed, N missing, N extra parts (first: changed xl/workbook.xml)
d1144e0e84fd27a3	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
d12449a0baff7e9e	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
d167f7c8211a2fe5	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d1f50a0438733439	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d293d0a996732ae0	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
d312c9816b19c918	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
d36564472036b116	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
d3ac205f265036d9	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slides/slideN.xml)
d44ec0e03d90287b	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d4ad2cefc9ea900d	pptx	fidelity	re-reading original parts: zip: checksum error
d4b77bd854789726	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/slideLayouts/slideLayoutN.xml)
d4c417250c04a9d3	docx	fidelity	N identical, N changed, N missing, N extra parts (first: changed word/document.xml)
d5a7b71e60f48f23	pptx	fidelity	N identical, N changed, N missing, N extra parts (first: changed ppt/presentation.xml)
