# Child-element order, extracted from the ISO 29500 schemas.
# Regenerate with SPINE_UPDATE_ORDER_TABLE=1 on a machine that has spec/part2 and spec/part4.
# namespace<TAB>element<TAB>slot<TAB>slot...   (a slot is name[,name...] or * for a wildcard)
http://schemas.openxmlformats.org/drawingml/2006/main	theme	themeElements	objectDefaults	extraClrSchemeLst	custClrLst	extLst
http://schemas.openxmlformats.org/presentationml/2006/main	notes	cSld	clrMapOvr	extLst
http://schemas.openxmlformats.org/presentationml/2006/main	notesMaster	cSld	clrMap	hf	notesStyle	extLst
http://schemas.openxmlformats.org/presentationml/2006/main	presentation	sldMasterIdLst	notesMasterIdLst	handoutMasterIdLst	sldIdLst	sldSz	notesSz	smartTags	embeddedFontLst	custShowLst	photoAlbum	custDataLst	kinsoku	defaultTextStyle	modifyVerifier	extLst
http://schemas.openxmlformats.org/presentationml/2006/main	sld	cSld	clrMapOvr	transition	timing	extLst
http://schemas.openxmlformats.org/presentationml/2006/main	sldLayout	cSld	clrMapOvr	transition	timing	hf	extLst
http://schemas.openxmlformats.org/presentationml/2006/main	sldMaster	cSld	clrMap	sldLayoutIdLst	transition	timing	hf	txStyles	extLst
http://schemas.openxmlformats.org/spreadsheetml/2006/main	sst	si	extLst
http://schemas.openxmlformats.org/spreadsheetml/2006/main	styleSheet	numFmts	fonts	fills	borders	cellStyleXfs	cellXfs	cellStyles	dxfs	tableStyles	colors	extLst
http://schemas.openxmlformats.org/spreadsheetml/2006/main	workbook	fileVersion	fileSharing	workbookPr	workbookProtection	bookViews	sheets	functionGroups	externalReferences	definedNames	calcPr	oleSize	customWorkbookViews	pivotCaches	smartTagPr	smartTagTypes	webPublishing	fileRecoveryPr	webPublishObjects	extLst
http://schemas.openxmlformats.org/spreadsheetml/2006/main	worksheet	sheetPr	dimension	sheetViews	sheetFormatPr	cols	sheetData	sheetCalcPr	sheetProtection	protectedRanges	scenarios	autoFilter	sortState	dataConsolidate	customSheetViews	mergeCells	phoneticPr	conditionalFormatting	dataValidations	hyperlinks	printOptions	pageMargins	pageSetup	headerFooter	rowBreaks	colBreaks	customProperties	cellWatches	ignoredErrors	smartTags	drawing	legacyDrawing	legacyDrawingHF	drawingHF	picture	oleObjects	controls	webPublishItems	tableParts	extLst
http://schemas.openxmlformats.org/wordprocessingml/2006/main	comments	comment
http://schemas.openxmlformats.org/wordprocessingml/2006/main	document	background	body
http://schemas.openxmlformats.org/wordprocessingml/2006/main	ftr	altChunk,bookmarkEnd,bookmarkStart,commentRangeEnd,commentRangeStart,customXml,customXmlDelRangeEnd,customXmlDelRangeStart,customXmlInsRangeEnd,customXmlInsRangeStart,customXmlMoveFromRangeEnd,customXmlMoveFromRangeStart,customXmlMoveToRangeEnd,customXmlMoveToRangeStart,del,ins,moveFrom,moveFromRangeEnd,moveFromRangeStart,moveTo,moveToRangeEnd,moveToRangeStart,oMath,oMathPara,p,permEnd,permStart,proofErr,sdt,tbl
http://schemas.openxmlformats.org/wordprocessingml/2006/main	hdr	altChunk,bookmarkEnd,bookmarkStart,commentRangeEnd,commentRangeStart,customXml,customXmlDelRangeEnd,customXmlDelRangeStart,customXmlInsRangeEnd,customXmlInsRangeStart,customXmlMoveFromRangeEnd,customXmlMoveFromRangeStart,customXmlMoveToRangeEnd,customXmlMoveToRangeStart,del,ins,moveFrom,moveFromRangeEnd,moveFromRangeStart,moveTo,moveToRangeEnd,moveToRangeStart,oMath,oMathPara,p,permEnd,permStart,proofErr,sdt,tbl
http://schemas.openxmlformats.org/wordprocessingml/2006/main	numbering	numPicBullet	abstractNum	num	numIdMacAtCleanup
http://schemas.openxmlformats.org/wordprocessingml/2006/main	settings	writeProtection	view	zoom	removePersonalInformation	removeDateAndTime	doNotDisplayPageBoundaries	displayBackgroundShape	printPostScriptOverText	printFractionalCharacterWidth	printFormsData	embedTrueTypeFonts	embedSystemFonts	saveSubsetFonts	saveFormsData	mirrorMargins	alignBordersAndEdges	bordersDoNotSurroundHeader	bordersDoNotSurroundFooter	gutterAtTop	hideSpellingErrors	hideGrammaticalErrors	activeWritingStyle	proofState	formsDesign	attachedTemplate	linkStyles	stylePaneFormatFilter	stylePaneSortMethod	documentType	mailMerge	revisionView	trackRevisions	doNotTrackMoves	doNotTrackFormatting	documentProtection	autoFormatOverride	styleLockTheme	styleLockQFSet	defaultTabStop	autoHyphenation	consecutiveHyphenLimit	hyphenationZone	doNotHyphenateCaps	showEnvelope	summaryLength	clickAndTypeStyle	defaultTableStyle	evenAndOddHeaders	bookFoldRevPrinting	bookFoldPrinting	bookFoldPrintingSheets	drawingGridHorizontalSpacing	drawingGridVerticalSpacing	displayHorizontalDrawingGridEvery	displayVerticalDrawingGridEvery	doNotUseMarginsForDrawingGridOrigin	drawingGridHorizontalOrigin	drawingGridVerticalOrigin	doNotShadeFormData	noPunctuationKerning	characterSpacingControl	printTwoOnOne	strictFirstAndLastChars	noLineBreaksAfter	noLineBreaksBefore	savePreviewPicture	doNotValidateAgainstSchema	saveInvalidXml	ignoreMixedContent	alwaysShowPlaceholderText	doNotDemarcateInvalidXml	saveXmlDataOnly	useXSLTWhenSaving	saveThroughXslt	showXMLTags	alwaysMergeEmptyNamespace	updateFields	hdrShapeDefaults	footnotePr	endnotePr	compat	docVars	rsids	mathPr	attachedSchema	themeFontLang	clrSchemeMapping	doNotIncludeSubdocsInStats	doNotAutoCompressPictures	forceUpgrade	captions	readModeInkLockDown	smartTagType	schemaLibrary	shapeDefaults	doNotEmbedSmartTags	decimalSymbol	listSeparator
http://schemas.openxmlformats.org/wordprocessingml/2006/main	styles	docDefaults	latentStyles	style
